[Name]
User Points

[Data]
"Time","Monitor Point: Monitor Point 1 (DT)","Monitor Point: Monitor Point 1 (Velocity v)","Monitor Point: Monitor Point 1min (DT)","Monitor Point: Monitor Point 1min (Velocity v)","Monitor Point: Monitor Point 2 (DT)","Monitor Point: Monitor Point 2 (Velocity v)","Monitor Point: Monitor Point 2min (DT)","Monitor Point: Monitor Point 2min (Velocity v)","Monitor Point: Monitor Point 3 (DT)","Monitor Point: Monitor Point 3 (Velocity v)","Monitor Point: Monitor Point 3min (DT)","Monitor Point: Monitor Point 3min (Velocity v)","Monitor Point: Monitor Point 4 (DT)","Monitor Point: Monitor Point 4 (Velocity v)","Monitor Point: Monitor Point 4min (DT)","Monitor Point: Monitor Point 4min (Velocity v)","Monitor Point: Monitor Point 5 (DT)","Monitor Point: Monitor Point 5 (Velocity v)","Monitor Point: Monitor Point 5min (DT)","Monitor Point: Monitor Point 5min (Velocity v)","Monitor Point: Monitor Point 6 (DT)","Monitor Point: Monitor Point 6 (Velocity v)","Monitor Point: Monitor Point 6min (DT)","Monitor Point: Monitor Point 6min (Velocity v)"
4.50000000e+01,4.26716948e+00,4.29702777e-05,2.94430065e+00,3.66765271e-05,4.39003181e+00,5.39140383e-05,2.47540474e+00,4.19357784e-05,4.34303188e+00,5.91125936e-05,1.80540442e+00,4.54289620e-05,4.05605316e+00,6.36828554e-05,1.45949841e+00,4.59037619e-05,3.64954758e+00,6.57066121e-05,7.96846390e-01,4.50698317e-05,3.05383468e+00,6.62639141e-05,5.39102197e-01,4.37107738e-05
4.50999985e+01,4.24791670e+00,4.29162756e-05,2.93128777e+00,3.66239474e-05,4.37234259e+00,5.38529057e-05,2.46543574e+00,4.18768614e-05,4.32790470e+00,5.90523960e-05,1.79963112e+00,4.53682442e-05,4.04612732e+00,6.36298282e-05,1.45568883e+00,4.58443537e-05,3.64454770e+00,6.56631746e-05,7.96055436e-01,4.50170628e-05,3.05387688e+00,6.62336388e-05,5.39094985e-01,4.36628543e-05
4.52000008e+01,4.22882414e+00,4.28624553e-05,2.91838527e+00,3.65715714e-05,4.35477543e+00,5.37919332e-05,2.45554233e+00,4.18181626e-05,4.31285429e+00,5.89923147e-05,1.79388857e+00,4.53077264e-05,4.03620434e+00,6.35768156e-05,1.45189190e+00,4.57851311e-05,3.63950109e+00,6.56196644e-05,7.95257866e-01,4.49644176e-05,3.05384231e+00,6.62032035e-05,5.39080203e-01,4.36150294e-05
4.52999992e+01,4.20988941e+00,4.28088169e-05,2.90559149e+00,3.65194028e-05,4.33732986e+00,5.37311207e-05,2.44572353e+00,4.17596857e-05,4.29788017e+00,5.89323427e-05,1.78817677e+00,4.52474087e-05,4.02628565e+00,6.35238248e-05,1.44810784e+00,4.57260903e-05,3.63440895e+00,6.55760959e-05,7.94453979e-01,4.49118997e-05,3.05373192e+00,6.61726153e-05,5.39057910e-01,4.35673028e-05
4.54000015e+01,4.19111061e+00,4.27553532e-05,2.89290524e+00,3.64674343e-05,4.32000303e+00,5.36704683e-05,2.43597889e+00,4.17014235e-05,4.28298330e+00,5.88724870e-05,1.78249538e+00,4.51872911e-05,4.01637220e+00,6.34708558e-05,1.44433665e+00,4.56672278e-05,3.62927270e+00,6.55324693e-05,7.93643832e-01,4.48595092e-05,3.05354714e+00,6.61418817e-05,5.39028227e-01,4.35196671e-05
4.55000000e+01,4.17248535e+00,4.27020677e-05,2.88032484e+00,3.64156695e-05,4.30279398e+00,5.36099760e-05,2.42630720e+00,4.16433759e-05,4.26816320e+00,5.88127405e-05,1.77684450e+00,4.51273736e-05,4.00646448e+00,6.34179087e-05,1.44057834e+00,4.56085472e-05,3.62409306e+00,6.54887699e-05,7.92827666e-01,4.48072424e-05,3.05328894e+00,6.61110025e-05,5.38991332e-01,4.34721296e-05
4.55999985e+01,4.15401220e+00,4.26489532e-05,2.86784935e+00,3.63641047e-05,4.28570175e+00,5.35496365e-05,2.41670752e+00,4.15855429e-05,4.25341940e+00,5.87531031e-05,1.77122355e+00,4.50676489e-05,3.99656296e+00,6.33649761e-05,1.43683290e+00,4.55500449e-05,3.61887169e+00,6.54450123e-05,7.92005599e-01,4.47550992e-05,3.05295849e+00,6.60799778e-05,5.38947165e-01,4.34246867e-05
4.57000008e+01,4.13568926e+00,4.25960134e-05,2.85547709e+00,3.63127365e-05,4.26872492e+00,5.34894534e-05,2.40717959e+00,4.15279210e-05,4.23875141e+00,5.86935785e-05,1.76563275e+00,4.50081207e-05,3.98666883e+00,6.33120726e-05,1.43310046e+00,4.54917172e-05,3.61360931e+00,6.54011965e-05,7.91177690e-01,4.47030798e-05,3.05255699e+00,6.60488004e-05,5.38895965e-01,4.33773348e-05
4.57999992e+01,4.11751413e+00,4.25432409e-05,2.84320688e+00,3.62615647e-05,4.25186157e+00,5.34294231e-05,2.39772201e+00,4.14705064e-05,4.22415876e+00,5.86341557e-05,1.76007175e+00,4.49487852e-05,3.97678256e+00,6.32591837e-05,1.42938113e+00,4.54335677e-05,3.60830712e+00,6.53573152e-05,7.90344238e-01,4.46511840e-05,3.05208516e+00,6.60174846e-05,5.38837731e-01,4.33300811e-05
4.59000015e+01,4.09948540e+00,4.24906393e-05,2.83103728e+00,3.62105857e-05,4.23510981e+00,5.33695456e-05,2.38833451e+00,4.14132992e-05,4.20964098e+00,5.85748458e-05,1.75454044e+00,4.48896426e-05,3.96690512e+00,6.32063166e-05,1.42567480e+00,4.53755929e-05,3.60296631e+00,6.53133757e-05,7.89505303e-01,4.45994119e-05,3.05154443e+00,6.59860234e-05,5.38772643e-01,4.32829183e-05
4.60000000e+01,4.08160114e+00,4.24382015e-05,2.81896710e+00,3.61597995e-05,4.21846914e+00,5.33098173e-05,2.37901616e+00,4.13562993e-05,4.19519806e+00,5.85156413e-05,1.74903858e+00,4.48306891e-05,3.95703673e+00,6.31534713e-05,1.42198145e+00,4.53177890e-05,3.59758759e+00,6.52693707e-05,7.88661003e-01,4.45477599e-05,3.05093575e+00,6.59544166e-05,5.38700700e-01,4.32358465e-05
4.60999985e+01,4.06385994e+00,4.23859346e-05,2.80699539e+00,3.61092061e-05,4.20193863e+00,5.32502381e-05,2.36976600e+00,4.12994996e-05,4.18082857e+00,5.84565387e-05,1.74356616e+00,4.47719249e-05,3.94717860e+00,6.31006478e-05,1.41830146e+00,4.52601598e-05,3.59217238e+00,6.52253148e-05,7.87811577e-01,4.44962316e-05,3.05026031e+00,6.59226716e-05,5.38622081e-01,4.31888693e-05
4.62000008e+01,4.04625988e+00,4.23338279e-05,2.79512024e+00,3.60587983e-05,4.18551874e+00,5.31908081e-05,2.36058354e+00,4.12429072e-05,4.16653252e+00,5.83975452e-05,1.73812270e+00,4.47133498e-05,3.93733096e+00,6.30478462e-05,1.41463447e+00,4.52027016e-05,3.58672190e+00,6.51812006e-05,7.86957085e-01,4.44448233e-05,3.04951859e+00,6.58907884e-05,5.38536847e-01,4.31419867e-05
4.62999992e+01,4.02879906e+00,4.22818848e-05,2.78334117e+00,3.60085796e-05,4.16920757e+00,5.31315272e-05,2.35146785e+00,4.11865149e-05,4.15230989e+00,5.83386609e-05,1.73270822e+00,4.46549639e-05,3.92749476e+00,6.29950664e-05,1.41098082e+00,4.51454143e-05,3.58123660e+00,6.51370283e-05,7.86097646e-01,4.43935351e-05,3.04871202e+00,6.58587669e-05,5.38445055e-01,4.30951986e-05
4.64000015e+01,4.01147604e+00,4.22301055e-05,2.77165651e+00,3.59585501e-05,4.15300417e+00,5.30723919e-05,2.34241819e+00,4.11303226e-05,4.13815928e+00,5.82798784e-05,1.72732258e+00,4.45967635e-05,3.91767120e+00,6.29423157e-05,1.40734017e+00,4.50882981e-05,3.57571769e+00,6.50928123e-05,7.85233498e-01,4.43423669e-05,3.04784155e+00,6.58266144e-05,5.38346887e-01,4.30485015e-05
4.65000000e+01,3.99428892e+00,4.21784862e-05,2.76006532e+00,3.59087026e-05,4.13690805e+00,5.30134057e-05,2.33343410e+00,4.10743269e-05,4.12408113e+00,5.82212087e-05,1.72196555e+00,4.45387450e-05,3.90786099e+00,6.28895868e-05,1.40371287e+00,4.50313528e-05,3.57016659e+00,6.50485381e-05,7.84364641e-01,4.42913224e-05,3.04690790e+00,6.57943310e-05,5.38242340e-01,4.30018954e-05
4.65999985e+01,3.97723651e+00,4.21270306e-05,2.74856639e+00,3.58590405e-05,4.12091732e+00,5.29545687e-05,2.32451487e+00,4.10185312e-05,4.11007452e+00,5.81626409e-05,1.71663713e+00,4.44809120e-05,3.89806485e+00,6.28368871e-05,1.40009880e+00,4.49745712e-05,3.56458378e+00,6.50042130e-05,7.83491313e-01,4.42403943e-05,3.04591227e+00,6.57619166e-05,5.38131535e-01,4.29553875e-05
4.67000008e+01,3.96031666e+00,4.20757351e-05,2.73715854e+00,3.58095604e-05,4.10503149e+00,5.28958772e-05,2.31565928e+00,4.09629283e-05,4.09613848e+00,5.81041822e-05,1.71133685e+00,4.44232646e-05,3.88828254e+00,6.27842164e-05,1.39649796e+00,4.49179606e-05,3.55897069e+00,6.49598442e-05,7.82613575e-01,4.41895900e-05,3.04485559e+00,6.57293713e-05,5.38014531e-01,4.29089705e-05
4.67999992e+01,3.94352794e+00,4.20245960e-05,2.72584081e+00,3.57602621e-05,4.08924961e+00,5.28373312e-05,2.30686736e+00,4.09075255e-05,4.08227396e+00,5.80458327e-05,1.70606482e+00,4.43657991e-05,3.87851501e+00,6.27315676e-05,1.39291036e+00,4.48615174e-05,3.55332804e+00,6.49154317e-05,7.81731606e-01,4.41389057e-05,3.04373884e+00,6.56967095e-05,5.37891507e-01,4.28626481e-05
4.69000015e+01,3.92686892e+00,4.19736170e-05,2.71461201e+00,3.57111421e-05,4.07357025e+00,5.27789307e-05,2.29813790e+00,4.08523119e-05,4.06848001e+00,5.79875887e-05,1.70082057e+00,4.43085119e-05,3.86876202e+00,6.26789624e-05,1.38933599e+00,4.48052378e-05,3.54765677e+00,6.48709756e-05,7.80845463e-01,4.40883377e-05,3.04256272e+00,6.56639240e-05,5.37762463e-01,4.28164167e-05
4.70000000e+01,3.91033816e+00,4.19227945e-05,2.70347118e+00,3.56622040e-05,4.05799341e+00,5.27206794e-05,2.28947067e+00,4.07972948e-05,4.05475569e+00,5.79294501e-05,1.69560421e+00,4.42514101e-05,3.85902429e+00,6.26263791e-05,1.38577497e+00,4.47491257e-05,3.54195786e+00,6.48264759e-05,7.79955328e-01,4.40378899e-05,3.04132819e+00,6.56310222e-05,5.37627518e-01,4.27702798e-05
4.70999985e+01,3.89393377e+00,4.18721283e-05,2.69241691e+00,3.56134406e-05,4.04251909e+00,5.26625699e-05,2.28086472e+00,4.07424668e-05,4.04110098e+00,5.78714244e-05,1.69041538e+00,4.41944831e-05,3.84930229e+00,6.25738321e-05,1.38222706e+00,4.46931808e-05,3.53623223e+00,6.47819397e-05,7.79061258e-01,4.39875621e-05,3.04003644e+00,6.55980039e-05,5.37486732e-01,4.27242339e-05
4.72000008e+01,3.87765479e+00,4.18216187e-05,2.68144870e+00,3.55648554e-05,4.02714682e+00,5.26046024e-05,2.27231932e+00,4.06878244e-05,4.02751493e+00,5.78135005e-05,1.68525410e+00,4.41377379e-05,3.83959627e+00,6.25213142e-05,1.37869263e+00,4.46373961e-05,3.53048062e+00,6.47373599e-05,7.78163373e-01,4.39373543e-05,3.03868818e+00,6.55648619e-05,5.37340224e-01,4.26782826e-05
4.72999992e+01,3.86149931e+00,4.17712617e-05,2.67056513e+00,3.55164448e-05,4.01187468e+00,5.25467804e-05,2.26383400e+00,4.06333747e-05,4.01399755e+00,5.77556857e-05,1.68011999e+00,4.40811673e-05,3.82990646e+00,6.24688328e-05,1.37517130e+00,4.45817750e-05,3.52470422e+00,6.46927510e-05,7.77261853e-01,4.38872630e-05,3.03728437e+00,6.55316180e-05,5.37188053e-01,4.26324259e-05
4.74000015e+01,3.84546638e+00,4.17210576e-05,2.65976524e+00,3.54682088e-05,3.99670219e+00,5.24891038e-05,2.25540805e+00,4.05791143e-05,4.00054789e+00,5.76979801e-05,1.67501295e+00,4.40247750e-05,3.82023335e+00,6.24163877e-05,1.37166333e+00,4.45263177e-05,3.51890349e+00,6.46480985e-05,7.76356757e-01,4.38372917e-05,3.03582573e+00,6.54982505e-05,5.37030339e-01,4.25866601e-05
4.75000000e+01,3.82955456e+00,4.16710063e-05,2.64904833e+00,3.54201438e-05,3.98162746e+00,5.24315656e-05,2.24704099e+00,4.05250357e-05,3.98716640e+00,5.76403763e-05,1.66993284e+00,4.39685573e-05,3.81057715e+00,6.23639717e-05,1.36816847e+00,4.44710204e-05,3.51307940e+00,6.46034096e-05,7.75448203e-01,4.37874332e-05,3.03431320e+00,6.54647811e-05,5.36867082e-01,4.25409853e-05
4.75999985e+01,3.81376219e+00,4.16211078e-05,2.63841319e+00,3.53722498e-05,3.96665001e+00,5.23741655e-05,2.23873210e+00,4.04711427e-05,3.97385144e+00,5.75828817e-05,1.66487956e+00,4.39125106e-05,3.80093861e+00,6.23115920e-05,1.36468697e+00,4.44158868e-05,3.50723290e+00,6.45586915e-05,7.74536312e-01,4.37376984e-05,3.03274798e+00,6.54311953e-05,5.36698461e-01,4.24954051e-05
4.77000008e+01,3.79808831e+00,4.15713548e-05,2.62785864e+00,3.53245232e-05,3.95176888e+00,5.23169110e-05,2.23048091e+00,4.04174316e-05,3.96060371e+00,5.75254926e-05,1.65985286e+00,4.38566422e-05,3.79131818e+00,6.22592488e-05,1.36121869e+00,4.43609097e-05,3.50136447e+00,6.45139371e-05,7.73621142e-01,4.36880764e-05,3.03113031e+00,6.53975076e-05,5.36524475e-01,4.24499158e-05
4.77999992e+01,3.78253150e+00,4.15217510e-05,2.61738420e+00,3.52769712e-05,3.93698287e+00,5.22597911e-05,2.22228646e+00,4.03639060e-05,3.94742298e+00,5.74682053e-05,1.65485263e+00,4.38009447e-05,3.78171635e+00,6.22069347e-05,1.35776365e+00,4.43060926e-05,3.49547505e+00,6.44691463e-05,7.72702873e-01,4.36385744e-05,3.02946138e+00,6.53637107e-05,5.36345243e-01,4.24045211e-05
4.79000015e+01,3.76709008e+00,4.14722963e-05,2.60698891e+00,3.52295792e-05,3.92229128e+00,5.22028131e-05,2.21414876e+00,4.03105587e-05,3.93430877e+00,5.74110236e-05,1.64987850e+00,4.37454146e-05,3.77213335e+00,6.21546642e-05,1.35432172e+00,4.42514320e-05,3.48956561e+00,6.44243264e-05,7.71781504e-01,4.35891852e-05,3.02774239e+00,6.53298048e-05,5.36160886e-01,4.23592173e-05
4.80000000e+01,3.75176311e+00,4.14229908e-05,2.59667158e+00,3.51823583e-05,3.90769315e+00,5.21459697e-05,2.20606661e+00,4.02573896e-05,3.92126131e+00,5.73539473e-05,1.64493048e+00,4.36900591e-05,3.76256919e+00,6.21024228e-05,1.35089302e+00,4.41969314e-05,3.48363709e+00,6.43794774e-05,7.70857215e-01,4.35399161e-05,3.02597332e+00,6.52958042e-05,5.35971344e-01,4.23140045e-05
4.80999985e+01,3.73654938e+00,4.13738271e-05,2.58643126e+00,3.51353010e-05,3.89318800e+00,5.20892645e-05,2.19803977e+00,4.02044025e-05,3.90828037e+00,5.72969766e-05,1.64000845e+00,4.36348710e-05,3.75302458e+00,6.20502251e-05,1.34747756e+00,4.41425836e-05,3.47768998e+00,6.43345993e-05,7.69930065e-01,4.34907597e-05,3.02415586e+00,6.52616945e-05,5.35776854e-01,4.22688863e-05
4.82000008e+01,3.72144723e+00,4.13248090e-05,2.57626748e+00,3.50884075e-05,3.87877440e+00,5.20326976e-05,2.19006777e+00,4.01515899e-05,3.89536548e+00,5.72401113e-05,1.63511205e+00,4.35798502e-05,3.74349928e+00,6.19980565e-05,1.34407520e+00,4.40883923e-05,3.47172499e+00,6.42896921e-05,7.69000232e-01,4.34417198e-05,3.02229047e+00,6.52274903e-05,5.35577357e-01,4.22238554e-05
4.82999992e+01,3.70645571e+00,4.12759364e-05,2.56617904e+00,3.50416776e-05,3.86445165e+00,5.19762652e-05,2.18214989e+00,4.00989557e-05,3.88251638e+00,5.71833480e-05,1.63024127e+00,4.35249967e-05,3.73399329e+00,6.19459315e-05,1.34068584e+00,4.40343574e-05,3.46574259e+00,6.42447558e-05,7.68067658e-01,4.33927926e-05,3.02037811e+00,6.51931841e-05,5.35373032e-01,4.21789191e-05
4.84000015e+01,3.69157362e+00,4.12272057e-05,2.55616522e+00,3.49951079e-05,3.85021901e+00,5.19199712e-05,2.17428541e+00,4.00464924e-05,3.86973286e+00,5.71266864e-05,1.62539601e+00,4.34703106e-05,3.72450709e+00,6.18938502e-05,1.33730984e+00,4.39804789e-05,3.45974398e+00,6.41997976e-05,7.67132580e-01,4.33439818e-05,3.01841974e+00,6.51587834e-05,5.35163879e-01,4.21340737e-05
4.85000000e+01,3.67679954e+00,4.11786204e-05,2.54622531e+00,3.49486982e-05,3.83607578e+00,5.18638080e-05,2.16647410e+00,3.99942073e-05,3.85701466e+00,5.70701341e-05,1.62057590e+00,4.34157919e-05,3.71504068e+00,6.18417980e-05,1.33394682e+00,4.39267496e-05,3.45372915e+00,6.41548104e-05,7.66194999e-01,4.32952838e-05,3.01641583e+00,6.51242881e-05,5.34950018e-01,4.20893193e-05
4.85999985e+01,3.66213250e+00,4.11301735e-05,2.53635812e+00,3.49024485e-05,3.82202101e+00,5.18077795e-05,2.15871549e+00,3.99420933e-05,3.84436131e+00,5.70136835e-05,1.61578095e+00,4.33614332e-05,3.70559454e+00,6.17897895e-05,1.33059680e+00,4.38731768e-05,3.44769907e+00,6.41098013e-05,7.65254974e-01,4.32466986e-05,3.01436734e+00,6.50897055e-05,5.34731507e-01,4.20446559e-05
4.87000008e+01,3.64757109e+00,4.10818648e-05,2.52656293e+00,3.48563553e-05,3.80805421e+00,5.17518856e-05,2.15100861e+00,3.98901466e-05,3.83177233e+00,5.69573349e-05,1.61101079e+00,4.33072419e-05,3.69616866e+00,6.17378246e-05,1.32725990e+00,4.38197530e-05,3.44165421e+00,6.40647704e-05,7.64312744e-01,4.31982298e-05,3.01227522e+00,6.50550210e-05,5.34508407e-01,4.20000833e-05
4.87999992e+01,3.63311410e+00,4.10337016e-05,2.51683927e+00,3.48104222e-05,3.79417443e+00,5.16961263e-05,2.14335346e+00,3.98383745e-05,3.81924796e+00,5.69010917e-05,1.60626554e+00,4.32532142e-05,3.68676305e+00,6.16858961e-05,1.32393599e+00,4.37664821e-05,3.43559527e+00,6.40197177e-05,7.63368249e-01,4.31498738e-05,3.01013970e+00,6.50202492e-05,5.34280777e-01,4.19555981e-05
4.89000015e+01,3.61876082e+00,4.09856730e-05,2.50718617e+00,3.47646419e-05,3.78038120e+00,5.16404980e-05,2.13574910e+00,3.97867734e-05,3.80678749e+00,5.68449504e-05,1.60154486e+00,4.31993467e-05,3.67737818e+00,6.16340112e-05,1.32062495e+00,4.37133604e-05,3.42952275e+00,6.39746504e-05,7.62421608e-01,4.31016306e-05,3.00796199e+00,6.49853901e-05,5.34048736e-01,4.19112075e-05
4.90000000e+01,3.60450983e+00,4.09377826e-05,2.49760270e+00,3.47190180e-05,3.76667380e+00,5.15850006e-05,2.12819529e+00,3.97353360e-05,3.79439092e+00,5.67889110e-05,1.59684849e+00,4.31456392e-05,3.66801405e+00,6.15821627e-05,1.31732714e+00,4.36603877e-05,3.42343736e+00,6.39295540e-05,7.61472940e-01,4.30534965e-05,3.00574255e+00,6.49504436e-05,5.33812344e-01,4.18669042e-05
4.90999985e+01,3.59036016e+00,4.08900305e-05,2.48808813e+00,3.46735469e-05,3.75305104e+00,5.15296379e-05,2.12069130e+00,3.96840696e-05,3.78205752e+00,5.67329771e-05,1.59217656e+00,4.30920918e-05,3.65867138e+00,6.15303652e-05,1.31404197e+00,4.36075643e-05,3.41733956e+00,6.38844504e-05,7.60522306e-01,4.30054788e-05,3.00348234e+00,6.49154099e-05,5.33571601e-01,4.18226955e-05
4.92000008e+01,3.57631063e+00,4.08424166e-05,2.47864199e+00,3.46282322e-05,3.73951268e+00,5.14744024e-05,2.11323690e+00,3.96329669e-05,3.76978755e+00,5.66771414e-05,1.58752859e+00,4.30387045e-05,3.64934993e+00,6.14786040e-05,1.31076980e+00,4.35548900e-05,3.41123009e+00,6.38393176e-05,7.59569764e-01,4.29575703e-05,3.00118160e+00,6.48802961e-05,5.33326626e-01,4.17785741e-05
4.92999992e+01,3.56236029e+00,4.07949337e-05,2.46926332e+00,3.45830667e-05,3.72605777e+00,5.14192980e-05,2.10583138e+00,3.95820316e-05,3.75758052e+00,5.66214112e-05,1.58290470e+00,4.29854736e-05,3.64005017e+00,6.14268865e-05,1.30751050e+00,4.35023649e-05,3.40510917e+00,6.37941775e-05,7.58615434e-01,4.29097745e-05,2.99884152e+00,6.48450950e-05,5.33077478e-01,4.17345436e-05
4.94000015e+01,3.54850769e+00,4.07475891e-05,2.45995116e+00,3.45380504e-05,3.71268511e+00,5.13643245e-05,2.09847450e+00,3.95312563e-05,3.74544430e+00,5.65657865e-05,1.57830465e+00,4.29324027e-05,3.63077259e+00,6.13752127e-05,1.30426395e+00,4.34499852e-05,3.39897752e+00,6.37490157e-05,7.57659376e-01,4.28620879e-05,2.99646235e+00,6.48098139e-05,5.32824218e-01,4.16906005e-05
4.95000000e+01,3.53475261e+00,4.07003754e-05,2.45070529e+00,3.44931868e-05,3.69939351e+00,5.13094783e-05,2.09116578e+00,3.94806484e-05,3.73337960e+00,5.65102600e-05,1.57372808e+00,4.28794883e-05,3.62151718e+00,6.13235825e-05,1.30103028e+00,4.33977511e-05,3.39283586e+00,6.37038393e-05,7.56701648e-01,4.28145140e-05,2.99404502e+00,6.47744528e-05,5.32566905e-01,4.16467483e-05
4.95999985e+01,3.52109313e+00,4.06532999e-05,2.44152451e+00,3.44484688e-05,3.68618178e+00,5.12547631e-05,2.08390427e+00,3.94302006e-05,3.72138405e+00,5.64548354e-05,1.56917524e+00,4.28267267e-05,3.61228418e+00,6.12719959e-05,1.29780936e+00,4.33456626e-05,3.38668466e+00,6.36586556e-05,7.55742311e-01,4.27670493e-05,2.99159026e+00,6.47390116e-05,5.32305658e-01,4.16029870e-05
4.97000008e+01,3.50752878e+00,4.06063518e-05,2.43240857e+00,3.44039036e-05,3.67304945e+00,5.12001752e-05,2.07669020e+00,3.93799128e-05,3.70945477e+00,5.63995127e-05,1.56464553e+00,4.27741252e-05,3.60307431e+00,6.12204531e-05,1.29460120e+00,4.32937159e-05,3.38052416e+00,6.36134573e-05,7.54781425e-01,4.27196937e-05,2.98909831e+00,6.47034904e-05,5.32040417e-01,4.15593131e-05
4.97999992e+01,3.49405813e+00,4.05595383e-05,2.42335653e+00,3.43594802e-05,3.65999579e+00,5.11457147e-05,2.06952262e+00,3.93297887e-05,3.69758940e+00,5.63442918e-05,1.56013906e+00,4.27216728e-05,3.59388757e+00,6.11689611e-05,1.29140556e+00,4.32419183e-05,3.37435508e+00,6.35682445e-05,7.53819168e-01,4.26724509e-05,2.98657036e+00,6.46678964e-05,5.31771421e-01,4.15157265e-05
4.99000015e+01,3.48068070e+00,4.05128558e-05,2.41436768e+00,3.43152060e-05,3.64702034e+00,5.10913778e-05,2.06240129e+00,3.92798174e-05,3.68578577e+00,5.62891728e-05,1.55565572e+00,4.26693769e-05,3.58472419e+00,6.11175055e-05,1.28822279e+00,4.31902590e-05,3.36817789e+00,6.35230172e-05,7.52855480e-01,4.26253173e-05,2.98400664e+00,6.46322223e-05,5.31498551e-01,4.14722308e-05
5.00000000e+01,3.46739531e+00,4.04663006e-05,2.40544128e+00,3.42710737e-05,3.63412261e+00,5.10371683e-05,2.05532575e+00,3.92300099e-05,3.67404270e+00,5.62341556e-05,1.55119514e+00,4.26172337e-05,3.57558370e+00,6.10661009e-05,1.28505254e+00,4.31387452e-05,3.36199331e+00,6.34777825e-05,7.51890481e-01,4.25782891e-05,2.98140788e+00,6.45964828e-05,5.31221986e-01,4.14288261e-05
5.00999985e+01,3.45420074e+00,4.04198763e-05,2.39657712e+00,3.42270905e-05,3.62130213e+00,5.09830861e-05,2.04829550e+00,3.91803551e-05,3.66235924e+00,5.61792367e-05,1.54675734e+00,4.25652397e-05,3.56646609e+00,6.10147436e-05,1.28189480e+00,4.30873733e-05,3.35580158e+00,6.34325406e-05,7.50924289e-01,4.25313738e-05,2.97877455e+00,6.45606633e-05,5.30941725e-01,4.13855087e-05
5.02000008e+01,3.44109631e+00,4.03735794e-05,2.38777399e+00,3.41832456e-05,3.60855842e+00,5.09291276e-05,2.04131007e+00,3.91308604e-05,3.65073371e+00,5.61244160e-05,1.54234207e+00,4.25133949e-05,3.55737209e+00,6.09634299e-05,1.27874959e+00,4.30361433e-05,3.34960341e+00,6.33872842e-05,7.49956846e-01,4.24845603e-05,2.97610736e+00,6.45247710e-05,5.30657887e-01,4.13422749e-05
5.02999992e+01,3.42808080e+00,4.03274098e-05,2.37903166e+00,3.41395425e-05,3.59589076e+00,5.08752928e-05,2.03436923e+00,3.90815185e-05,3.63916588e+00,5.60697008e-05,1.53794932e+00,4.24617028e-05,3.54830122e+00,6.09121635e-05,1.27561688e+00,4.29850516e-05,3.34339833e+00,6.33420204e-05,7.48988330e-01,4.24378595e-05,2.97340679e+00,6.44888132e-05,5.30370474e-01,4.12991358e-05
5.04000015e+01,3.41515374e+00,4.02813675e-05,2.37034917e+00,3.40959850e-05,3.58329892e+00,5.08215853e-05,2.02747250e+00,3.90323294e-05,3.62765527e+00,5.60150802e-05,1.53357875e+00,4.24101599e-05,3.53925443e+00,6.08609444e-05,1.27249670e+00,4.29341017e-05,3.33718729e+00,6.32967567e-05,7.48018742e-01,4.23912643e-05,2.97067332e+00,6.44527827e-05,5.30079603e-01,4.12560803e-05
5.05000000e+01,3.40231395e+00,4.02354526e-05,2.36172628e+00,3.40525658e-05,3.57078195e+00,5.07679979e-05,2.02061915e+00,3.89832967e-05,3.61620140e+00,5.59605614e-05,1.52923036e+00,4.23587662e-05,3.53023171e+00,6.08097725e-05,1.26938879e+00,4.28832864e-05,3.33097076e+00,6.32514784e-05,7.47048140e-01,4.23447782e-05,2.96790767e+00,6.44166867e-05,5.29785275e-01,4.12131121e-05
5.05999985e+01,3.38956070e+00,4.01896614e-05,2.35316181e+00,3.40092847e-05,3.55833960e+00,5.07145342e-05,2.01380920e+00,3.89344132e-05,3.60480309e+00,5.59061409e-05,1.52490389e+00,4.23075180e-05,3.52123308e+00,6.07586444e-05,1.26629341e+00,4.28326130e-05,3.32474899e+00,6.32062001e-05,7.46076643e-01,4.22983976e-05,2.96511030e+00,6.43805179e-05,5.29487491e-01,4.11702313e-05
5.07000008e+01,3.37689304e+00,4.01439975e-05,2.34465575e+00,3.39661419e-05,3.54597139e+00,5.06611905e-05,2.00704217e+00,3.88856824e-05,3.59345913e+00,5.58518223e-05,1.52059925e+00,4.22564190e-05,3.51225901e+00,6.07075708e-05,1.26321018e+00,4.27820778e-05,3.31852269e+00,6.31609146e-05,7.45104253e-01,4.22521261e-05,2.96228170e+00,6.43442909e-05,5.29186487e-01,4.11274414e-05
5.07999992e+01,3.36431003e+00,4.00984536e-05,2.33620739e+00,3.39231374e-05,3.53367686e+00,5.06079705e-05,2.00031734e+00,3.88371045e-05,3.58216929e+00,5.57975982e-05,1.51631641e+00,4.22054654e-05,3.50330973e+00,6.06565372e-05,1.26013935e+00,4.27316772e-05,3.31229186e+00,6.31156217e-05,7.44131088e-01,4.22059566e-05,2.95942259e+00,6.43079911e-05,5.28882146e-01,4.10847351e-05
